t	rho11	Re(rho12)	Im(rho12)	Re(rho21)	Im(rho21)	rho22	
2.2000000000e+01	9.9833863505e-01	7.7051780363e-03	3.8417801607e-02	7.7051780363e-03	-3.8417801607e-02	1.6613649469e-03	
2.3000000000e+01	9.9818972796e-01	8.3506220105e-03	3.9897762465e-02	8.3506220105e-03	-3.9897762465e-02	1.8102720437e-03	
2.4000000000e+01	9.9804082086e-01	8.9960659847e-03	4.1377723322e-02	8.9960659847e-03	-4.1377723322e-02	1.9591791405e-03	
2.5000000000e+01	9.9788297272e-01	9.6670197668e-03	4.2805157012e-02	9.6670197668e-03	-4.2805157012e-02	2.1170272841e-03	
2.6000000000e+01	9.9771434637e-01	1.0368724970e-02	4.4169270545e-02	1.0368724970e-02	-4.4169270545e-02	2.2856536308e-03	
2.7000000000e+01	9.9754572002e-01	1.1070430173e-02	4.5533384078e-02	1.1070430173e-02	-4.5533384078e-02	2.4542799775e-03	
2.8000000000e+01	9.9737709368e-01	1.1772135377e-02	4.6897497611e-02	1.1772135377e-02	-4.6897497611e-02	2.6229063242e-03	
2.9000000000e+01	9.9719480972e-01	1.2504252020e-02	4.8169850304e-02	1.2504252020e-02	-4.8169850304e-02	2.8051902833e-03	
3.0000000000e+01	9.9700781263e-01	1.3246863394e-02	4.9410537111e-02	1.3246863394e-02	-4.9410537111e-02	2.9921873685e-03	
3.1000000000e+01	9.9682081555e-01	1.3989474767e-02	5.0651223918e-02	1.3989474767e-02	-5.0651223918e-02	3.1791844537e-03	
3.2000000000e+01	9.9663381846e-01	1.4732086141e-02	5.1891910725e-02	1.4732086141e-02	-5.1891910725e-02	3.3661815388e-03	
3.3000000000e+01	9.9643048059e-01	1.5499020423e-02	5.3008659436e-02	1.5499020423e-02	-5.3008659436e-02	3.5695194105e-03	
3.4000000000e+01	9.9622658474e-01	1.6266785248e-02	5.4121176089e-02	1.6266785248e-02	-5.4121176089e-02	3.7734152637e-03	
3.5000000000e+01	9.9602268888e-01	1.7034550073e-02	5.5233692742e-02	1.7034550073e-02	-5.5233692742e-02	3.9773111169e-03	
3.6000000000e+01	9.9581697244e-01	1.7803439435e-02	5.6330767939e-02	1.7803439435e-02	-5.6330767939e-02	4.1830275625e-03	
3.7000000000e+01	9.9559774423e-01	1.8580674689e-02	5.7313242416e-02	1.8580674689e-02	-5.7313242416e-02	4.4022557663e-03	
3.8000000000e+01	9.9537851603e-01	1.9357909942e-02	5.8295716893e-02	1.9357909942e-02	-5.8295716893e-02	4.6214839700e-03	
3.9000000000e+01	9.9515928783e-01	2.0135145196e-02	5.9278191370e-02	2.0135145196e-02	-5.9278191370e-02	4.8407121738e-03	
4.0000000000e+01	9.9493739961e-01	2.0911279354e-02	6.0235606179e-02	2.0911279354e-02	-6.0235606179e-02	5.0626003865e-03	
4.1000000000e+01	9.9470447021e-01	2.1682843075e-02	6.1089003067e-02	2.1682843075e-02	-6.1089003067e-02	5.2955297913e-03	
4.2000000000e+01	9.9447154080e-01	2.2454406795e-02	6.1942399956e-02	2.2454406795e-02	-6.1942399956e-02	5.5284591961e-03	
4.3000000000e+01	9.9423861140e-01	2.3225970515e-02	6.2795796845e-02	2.3225970515e-02	-6.2795796845e-02	5.7613886009e-03	
4.4000000000e+01	9.9400339836e-01	2.3993776952e-02	6.3625404089e-02	2.3993776952e-02	-6.3625404089e-02	5.9966016425e-03	
4.5000000000e+01	9.9375843076e-01	2.4745534141e-02	6.4353393804e-02	2.4745534141e-02	-6.4353393804e-02	6.2415692448e-03	
4.6000000000e+01	9.9351346315e-01	2.5497291331e-02	6.5081383520e-02	2.5497291331e-02	-6.5081383520e-02	6.4865368471e-03	
4.7000000000e+01	9.9326849555e-01	2.6249048520e-02	6.5809373235e-02	2.6249048520e-02	-6.5809373235e-02	6.7315044493e-03	
4.8000000000e+01	9.9302245900e-01	2.6997461945e-02	6.6525075123e-02	2.6997461945e-02	-6.6525075123e-02	6.9775409954e-03	
4.9000000000e+01	9.9276711193e-01	2.7716751105e-02	6.7133749738e-02	2.7716751105e-02	-6.7133749738e-02	7.2328880681e-03	
5.0000000000e+01	9.9251176486e-01	2.8436040264e-02	6.7742424353e-02	2.8436040264e-02	-6.7742424353e-02	7.4882351408e-03	
5.1000000000e+01	9.9225641779e-01	2.9155329424e-02	6.8351098968e-02	2.9155329424e-02	-6.8351098968e-02	7.7435822134e-03	
5.2000000000e+01	9.9200107071e-01	2.9874618583e-02	6.8959773583e-02	2.9874618583e-02	-6.8959773583e-02	7.9989292861e-03	
5.3000000000e+01	9.9173996991e-01	3.0567565695e-02	6.9496788559e-02	3.0567565695e-02	-6.9496788559e-02	8.2600300934e-03	
5.4000000000e+01	9.9147722112e-01	3.1251614285e-02	7.0012306879e-02	3.1251614285e-02	-7.0012306879e-02	8.5227788771e-03	
5.5000000000e+01	9.9121252927e-01	3.1924628099e-02	7.0502089486e-02	3.1924628099e-02	-7.0502089486e-02	8.7874707286e-03	
5.6000000000e+01	9.9094609176e-01	3.2585824388e-02	7.0968307208e-02	3.2585824388e-02	-7.0968307208e-02	9.0539082401e-03	
5.7000000000e+01	9.9067791716e-01	3.3234989689e-02	7.1410320468e-02	3.3234989689e-02	-7.1410320468e-02	9.3220828402e-03	
5.8000000000e+01	9.9040791594e-01	3.3871107130e-02	7.1825777889e-02	3.3871107130e-02	-7.1825777889e-02	9.5920840600e-03	
5.9000000000e+01	9.9013674238e-01	3.4496453587e-02	7.2224676385e-02	3.4496453587e-02	-7.2224676385e-02	9.8632576151e-03	
6.0000000000e+01	9.8986402147e-01	3.5107565134e-02	7.2601146557e-02	3.5107565134e-02	-7.2601146557e-02	1.0135978531e-02	
6.1000000000e+01	9.8958985681e-01	3.5705348719e-02	7.2955246164e-02	3.5705348719e-02	-7.2955246164e-02	1.0410143192e-02	
6.2000000000e+01	9.8931406905e-01	3.6287041025e-02	7.3282912912e-02	3.6287041025e-02	-7.3282912912e-02	1.0685930946e-02	
6.3000000000e+01	9.8903770999e-01	3.6862233109e-02	7.3601524332e-02	3.6862233109e-02	-7.3601524332e-02	1.0962290008e-02	
6.4000000000e+01	9.8875990184e-01	3.7417692669e-02	7.3898132488e-02	3.7417692669e-02	-7.3898132488e-02	1.1240098159e-02	
6.5000000000e+01	9.8848087871e-01	3.7958091372e-02	7.4173529002e-02	3.7958091372e-02	-7.4173529002e-02	1.1519121290e-02	
6.6000000000e+01	9.8820083410e-01	3.8484556987e-02	7.4430655146e-02	3.8484556987e-02	-7.4430655146e-02	1.1799165903e-02	
6.7000000000e+01	9.8791995602e-01	3.8999116060e-02	7.4672345583e-02	3.8999116060e-02	-7.4672345583e-02	1.2080043977e-02	
6.8000000000e+01	9.8763811699e-01	3.9499590658e-02	7.4895852271e-02	3.9499590658e-02	-7.4895852271e-02	1.2361883007e-02	
6.9000000000e+01	9.8735567438e-01	3.9988038117e-02	7.5108480320e-02	3.9988038117e-02	-7.5108480320e-02	1.2644325618e-02	
7.0000000000e+01	9.8707241348e-01	4.0460233732e-02	7.5306032308e-02	4.0460233732e-02	-7.5306032308e-02	1.2927586521e-02	
7.1000000000e+01	9.8678835378e-01	4.0916799149e-02	7.5487437417e-02	4.0916799149e-02	-7.5487437417e-02	1.3211646217e-02	
7.2000000000e+01	9.8650355401e-01	4.1357633963e-02	7.5653128511e-02	4.1357633963e-02	-7.5653128511e-02	1.3496445994e-02	
7.3000000000e+01	9.8621824236e-01	4.1787189878e-02	7.5807405446e-02	4.1787189878e-02	-7.5807405446e-02	1.3781757641e-02	
7.4000000000e+01	9.8593239824e-01	4.2204840570e-02	7.5949573093e-02	4.2204840570e-02	-7.5949573093e-02	1.4067601765e-02	
7.5000000000e+01	9.8564603169e-01	4.2604847758e-02	7.6080755339e-02	4.2604847758e-02	-7.6080755339e-02	1.4353968307e-02	
7.6000000000e+01	9.8535918309e-01	4.2989956165e-02	7.6200637240e-02	4.2989956165e-02	-7.6200637240e-02	1.4640816914e-02	
7.7000000000e+01	9.8507189975e-01	4.3361992820e-02	7.6309333486e-02	4.3361992820e-02	-7.6309333486e-02	1.4928100255e-02	
7.8000000000e+01	9.8478425948e-01	4.3722428652e-02	7.6408524428e-02	4.3722428652e-02	-7.6408524428e-02	1.5215740523e-02	
7.9000000000e+01	9.8449616363e-01	4.4066275789e-02	7.6495062898e-02	4.4066275789e-02	-7.6495062898e-02	1.5503836369e-02	
8.0000000000e+01	9.8420786231e-01	4.4400617873e-02	7.6575692659e-02	4.4400617873e-02	-7.6575692659e-02	1.5792137686e-02	
8.1000000000e+01	9.8391924926e-01	4.4720395917e-02	7.6647061500e-02	4.4720395917e-02	-7.6647061500e-02	1.6080750745e-02	
8.2000000000e+01	9.8363036349e-01	4.5027083072e-02	7.6709602911e-02	4.5027083072e-02	-7.6709602911e-02	1.6369636509e-02	
8.3000000000e+01	9.8334125573e-01	4.5320482447e-02	7.6764425033e-02	4.5320482447e-02	-7.6764425033e-02	1.6658744274e-02	
8.4000000000e+01	9.8305197092e-01	4.5603032693e-02	7.6812633380e-02	4.5603032693e-02	-7.6812633380e-02	1.6948029081e-02	
8.5000000000e+01	9.8276248841e-01	4.5873157616e-02	7.6852893491e-02	4.5873157616e-02	-7.6852893491e-02	1.7237511592e-02	
8.6000000000e+01	9.8247291243e-01	4.6133548529e-02	7.6889018252e-02	4.6133548529e-02	-7.6889018252e-02	1.7527087573e-02	
8.7000000000e+01	9.8218320349e-01	4.6379969958e-02	7.6919129232e-02	4.6379969958e-02	-7.6919129232e-02	1.7816796510e-02	
8.8000000000e+01	9.8189337141e-01	4.6612300106e-02	7.6942441159e-02	4.6612300106e-02	-7.6942441159e-02	1.8106628589e-02	
8.9000000000e+01	9.8160346311e-01	4.6833465255e-02	7.6960551987e-02	4.6833465255e-02	-7.6960551987e-02	1.8396536894e-02	
9.0000000000e+01	9.8131350284e-01	4.7045288811e-02	7.6974442708e-02	4.7045288811e-02	-7.6974442708e-02	1.8686497162e-02	
9.1000000000e+01	9.8102350052e-01	4.7248381468e-02	7.6984461811e-02	4.7248381468e-02	-7.6984461811e-02	1.8976499480e-02	
9.2000000000e+01	9.8073346346e-01	4.7437311084e-02	7.6989037047e-02	4.7437311084e-02	-7.6989037047e-02	1.9266536538e-02	
9.3000000000e+01	9.8044342084e-01	4.7619554837e-02	7.6990820239e-02	4.7619554837e-02	-7.6990820239e-02	1.9556579159e-02	
9.4000000000e+01	9.8015337553e-01	4.7794748705e-02	7.6989594201e-02	4.7794748705e-02	-7.6989594201e-02	1.9846624468e-02	
9.5000000000e+01	9.7986335090e-01	4.7960918740e-02	7.6985396131e-02	4.7960918740e-02	-7.6985396131e-02	2.0136649104e-02	
9.6000000000e+01	9.7957333703e-01	4.8121107725e-02	7.6979454764e-02	4.8121107725e-02	-7.6979454764e-02	2.0426662965e-02	
9.7000000000e+01	9.7928336266e-01	4.8242632419e-02	7.6965336023e-02	4.8242632419e-02	-7.6965336023e-02	2.0716637340e-02	
9.8000000000e+01	9.7899343435e-01	4.8372952401e-02	7.6951783766e-02	4.8372952401e-02	-7.6951783766e-02	2.1006565650e-02	
9.9000000000e+01	9.7870356695e-01	4.8496291482e-02	7.6936239501e-02	4.8496291482e-02	-7.6936239501e-02	2.1296433046e-02	
1.0000000000e+02	9.7841378288e-01	4.8609491993e-02	7.6918410550e-02	4.8609491993e-02	-7.6918410550e-02	2.1586217122e-02	
1.0100000000e+02	9.7812401801e-01	4.8720357993e-02	7.6900057081e-02	4.8720357993e-02	-7.6900057081e-02	2.1875981991e-02	
1.0200000000e+02	9.7783436076e-01	4.8819546568e-02	7.6879431588e-02	4.8819546568e-02	-7.6879431588e-02	2.2165639238e-02	
1.0300000000e+02	9.7754477419e-01	4.8912348423e-02	7.6857728819e-02	4.8912348423e-02	-7.6857728819e-02	2.2455225806e-02	
1.0400000000e+02	9.7725526661e-01	4.8998569806e-02	7.6835002362e-02	4.8998569806e-02	-7.6835002362e-02	2.2744733388e-02	
1.0500000000e+02	9.7696585280e-01	4.9076042161e-02	7.6810822975e-02	4.9076042161e-02	-7.6810822975e-02	2.3034147203e-02	
1.0600000000e+02	9.7667653646e-01	4.9146268003e-02	7.6785724287e-02	4.9146268003e-02	-7.6785724287e-02	2.3323463544e-02	
1.0700000000e+02	9.7638729986e-01	4.9211614801e-02	7.6760241178e-02	4.9211614801e-02	-7.6760241178e-02	2.3612700136e-02	
1.0800000000e+02	9.7609820213e-01	4.9269691907e-02	7.6734646291e-02	4.9269691907e-02	-7.6734646291e-02	2.3901797865e-02	
1.0900000000e+02	9.7580915047e-01	4.9324223246e-02	7.6708549397e-02	4.9324223246e-02	-7.6708549397e-02	2.4190849533e-02	
1.1000000000e+02	9.7552021075e-01	4.9370136758e-02	7.6681232399e-02	4.9370136758e-02	-7.6681232399e-02	2.4479789249e-02	
1.1100000000e+02	9.7523140287e-01	4.9409081366e-02	7.6653692142e-02	4.9409081366e-02	-7.6653692142e-02	2.4768597134e-02	
1.1200000000e+02	9.7494268928e-01	4.9443556989e-02	7.6626240617e-02	4.9443556989e-02	-7.6626240617e-02	2.5057310722e-02	
1.1300000000e+02	9.7465405988e-01	4.9474410544e-02	7.6599077732e-02	4.9474410544e-02	-7.6599077732e-02	2.5345940116e-02	
1.1400000000e+02	9.7436556659e-01	4.9500495236e-02	7.6573007179e-02	4.9500495236e-02	-7.6573007179e-02	2.5634433415e-02	
1.1500000000e+02	9.7407714354e-01	4.9521053985e-02	7.6545678144e-02	4.9521053985e-02	-7.6545678144e-02	2.5922856458e-02	
1.1600000000e+02	9.7378882784e-01	4.9534441379e-02	7.6517117165e-02	4.9534441379e-02	-7.6517117165e-02	2.6211172162e-02	
1.1700000000e+02	9.7350061724e-01	4.9543945931e-02	7.6489070788e-02	4.9543945931e-02	-7.6489070788e-02	2.6499382759e-02	
1.1800000000e+02	9.7321250948e-01	4.9550229244e-02	7.6461926218e-02	4.9550229244e-02	-7.6461926218e-02	2.6787490518e-02	
1.1900000000e+02	9.7292452785e-01	4.9552171344e-02	7.6435662726e-02	4.9552171344e-02	-7.6435662726e-02	2.7075472149e-02	
1.2000000000e+02	9.7263662434e-01	4.9551313223e-02	7.6409857753e-02	4.9551313223e-02	-7.6409857753e-02	2.7363375658e-02	
1.2100000000e+02	9.7234880135e-01	4.9547556511e-02	7.6384515414e-02	4.9547556511e-02	-7.6384515414e-02	2.7651198653e-02	
1.2200000000e+02	9.7206108671e-01	4.9538693738e-02	7.6358743680e-02	4.9538693738e-02	-7.6358743680e-02	2.7938913288e-02	
1.2300000000e+02	9.7177348070e-01	4.9526522032e-02	7.6333927029e-02	4.9526522032e-02	-7.6333927029e-02	2.8226519296e-02	
1.2400000000e+02	9.7148597096e-01	4.9511792457e-02	7.6310277334e-02	4.9511792457e-02	-7.6310277334e-02	2.8514029036e-02	
1.2500000000e+02	9.7119853701e-01	4.9495066820e-02	7.6287566543e-02	4.9495066820e-02	-7.6287566543e-02	2.8801462987e-02	
1.2600000000e+02	9.7091117348e-01	4.9475315408e-02	7.6264581403e-02	4.9475315408e-02	-7.6264581403e-02	2.9088826519e-02	
1.2700000000e+02	9.7062390453e-01	4.9451881960e-02	7.6241564423e-02	4.9451881960e-02	-7.6241564423e-02	2.9376095467e-02	
1.2800000000e+02	9.7033672976e-01	4.9426039863e-02	7.6219623871e-02	4.9426039863e-02	-7.6219623871e-02	2.9663270235e-02	
1.2900000000e+02	9.7004965565e-01	4.9398545948e-02	7.6199905889e-02	4.9398545948e-02	-7.6199905889e-02	2.9950344355e-02	
1.3000000000e+02	9.6976261362e-01	4.9370525310e-02	7.6180896627e-02	4.9370525310e-02	-7.6180896627e-02	3.0237386380e-02	
1.3100000000e+02	9.6947568693e-01	4.9336673556e-02	7.6159779760e-02	4.9336673556e-02	-7.6159779760e-02	3.0524313071e-02	
1.3200000000e+02	9.6918882468e-01	4.9300951627e-02	7.6138886319e-02	4.9300951627e-02	-7.6138886319e-02	3.0811175316e-02	
1.3300000000e+02	9.6890203185e-01	4.9263514122e-02	7.6118578822e-02	4.9263514122e-02	-7.6118578822e-02	3.1097968153e-02	
1.3400000000e+02	9.6861530775e-01	4.9224651951e-02	7.6099176736e-02	4.9224651951e-02	-7.6099176736e-02	3.1384692250e-02	
1.3500000000e+02	9.6832866027e-01	4.9184323864e-02	7.6080945406e-02	4.9184323864e-02	-7.6080945406e-02	3.1671339726e-02	
1.3600000000e+02	9.6804209522e-01	4.9142668279e-02	7.6064381615e-02	4.9142668279e-02	-7.6064381615e-02	3.1957904781e-02	
1.3700000000e+02	9.6775556096e-01	4.9100295427e-02	7.6048065653e-02	4.9100295427e-02	-7.6048065653e-02	3.2244439040e-02	
1.3800000000e+02	9.6746910544e-01	4.9054924901e-02	7.6030410312e-02	4.9054924901e-02	-7.6030410312e-02	3.2530894556e-02	
1.3900000000e+02	9.6718271969e-01	4.9008497796e-02	7.6014021787e-02	4.9008497796e-02	-7.6014021787e-02	3.2817280314e-02	
1.4000000000e+02	9.6689639279e-01	4.8961187884e-02	7.5998730944e-02	4.8961187884e-02	-7.5998730944e-02	3.3103607211e-02	
1.4100000000e+02	9.6661010207e-01	4.8913306902e-02	7.5984053639e-02	4.8913306902e-02	-7.5984053639e-02	3.3389897932e-02	
1.4200000000e+02	9.6632388283e-01	4.8863374123e-02	7.5968575349e-02	4.8863374123e-02	-7.5968575349e-02	3.3676117166e-02	
1.4300000000e+02	9.6603772448e-01	4.8812698444e-02	7.5954359446e-02	4.8812698444e-02	-7.5954359446e-02	3.3962275521e-02	
1.4400000000e+02	9.6575161923e-01	4.8761486734e-02	7.5941570162e-02	4.8761486734e-02	-7.5941570162e-02	3.4248380773e-02	
1.4500000000e+02	9.6546555559e-01	4.8709869594e-02	7.5929941628e-02	4.8709869594e-02	-7.5929941628e-02	3.4534444406e-02	
1.4600000000e+02	9.6517953658e-01	4.8656980243e-02	7.5917213382e-02	4.8656980243e-02	-7.5917213382e-02	3.4820463419e-02	
1.4700000000e+02	9.6489356617e-01	4.8603007876e-02	7.5904000192e-02	4.8603007876e-02	-7.5904000192e-02	3.5106433828e-02	
1.4800000000e+02	9.6460764151e-01	4.8548517326e-02	7.5891510287e-02	4.8548517326e-02	-7.5891510287e-02	3.5392358492e-02	
1.4900000000e+02	9.6432177778e-01	4.8493467446e-02	7.5880412456e-02	4.8493467446e-02	-7.5880412456e-02	3.5678222224e-02	
1.5000000000e+02	9.6403594145e-01	4.8437928390e-02	7.5868909970e-02	4.8437928390e-02	-7.5868909970e-02	3.5964058547e-02	
1.5100000000e+02	9.6375014796e-01	4.8381611749e-02	7.5856646536e-02	4.8381611749e-02	-7.5856646536e-02	3.6249852041e-02	
1.5200000000e+02	9.6346440276e-01	4.8324940391e-02	7.5845364558e-02	4.8324940391e-02	-7.5845364558e-02	3.6535597235e-02	
1.5300000000e+02	9.6317870546e-01	4.8267939893e-02	7.5835245097e-02	4.8267939893e-02	-7.5835245097e-02	3.6821294539e-02	
1.5400000000e+02	9.6289303038e-01	4.8210695157e-02	7.5824969264e-02	4.8210695157e-02	-7.5824969264e-02	3.7106969618e-02	
1.5500000000e+02	9.6260740144e-01	4.8152806222e-02	7.5813176141e-02	4.8152806222e-02	-7.5813176141e-02	3.7392598559e-02	
1.5600000000e+02	9.6232180828e-01	4.8094820964e-02	7.5802769520e-02	4.8094820964e-02	-7.5802769520e-02	3.7678191725e-02	
1.5700000000e+02	9.6203626952e-01	4.8036535384e-02	7.5793353619e-02	4.8036535384e-02	-7.5793353619e-02	3.7963730483e-02	
1.5800000000e+02	9.6175074843e-01	4.7978136362e-02	7.5783852892e-02	4.7978136362e-02	-7.5783852892e-02	3.8249251569e-02	
1.5900000000e+02	9.6146526425e-01	4.7919500460e-02	7.5774175037e-02	4.7919500460e-02	-7.5774175037e-02	3.8534735751e-02	
1.6000000000e+02	9.6117983791e-01	4.7860594739e-02	7.5766330014e-02	4.7860594739e-02	-7.5766330014e-02	3.8820162089e-02	
1.6100000000e+02	9.6089441832e-01	4.7801663203e-02	7.5758363974e-02	4.7801663203e-02	-7.5758363974e-02	3.9105581683e-02	
1.6200000000e+02	9.6060904644e-01	4.7742568353e-02	7.5748394664e-02	4.7742568353e-02	-7.5748394664e-02	3.9390953561e-02	
1.6300000000e+02	9.6032371116e-01	4.7683387322e-02	7.5738994912e-02	4.7683387322e-02	-7.5738994912e-02	3.9676288837e-02	
1.6400000000e+02	9.6003840675e-01	4.7624090136e-02	7.5730352827e-02	4.7624090136e-02	-7.5730352827e-02	3.9961593255e-02	
1.6500000000e+02	9.5975313606e-01	4.7564639336e-02	7.5722708919e-02	4.7564639336e-02	-7.5722708919e-02	4.0246863937e-02	
1.6600000000e+02	9.5946789329e-01	4.7505635429e-02	7.5711535374e-02	4.7505635429e-02	-7.5711535374e-02	4.0532106706e-02	
1.6700000000e+02	9.5918268894e-01	4.7446567708e-02	7.5701128309e-02	4.7446567708e-02	-7.5701128309e-02	4.0817311065e-02	
1.6800000000e+02	9.5889752375e-01	4.7387374755e-02	7.5691902004e-02	4.7387374755e-02	-7.5691902004e-02	4.1102476255e-02	
1.6900000000e+02	9.5861238969e-01	4.7328086803e-02	7.5683323105e-02	4.7328086803e-02	-7.5683323105e-02	4.1387610309e-02	
1.7000000000e+02	9.5832729550e-01	4.7268653437e-02	7.5675584458e-02	4.7268653437e-02	-7.5675584458e-02	4.1672704496e-02	
1.7100000000e+02	9.5804221913e-01	4.7209395913e-02	7.5667180151e-02	4.7209395913e-02	-7.5667180151e-02	4.1957780871e-02	
1.7200000000e+02	9.5775717935e-01	4.7150484814e-02	7.5657476045e-02	4.7150484814e-02	-7.5657476045e-02	4.2242820647e-02	
1.7300000000e+02	9.5747218666e-01	4.7091500861e-02	7.5648468177e-02	4.7091500861e-02	-7.5648468177e-02	4.2527813342e-02	
1.7400000000e+02	9.5718722926e-01	4.7031993391e-02	7.5641159256e-02	4.7031993391e-02	-7.5641159256e-02	4.2812770743e-02	
1.7500000000e+02	9.5690229771e-01	4.6972102342e-02	7.5635095148e-02	4.6972102342e-02	-7.5635095148e-02	4.3097702287e-02	
1.7600000000e+02	9.5661740654e-01	4.6912941229e-02	7.5626871450e-02	4.6912941229e-02	-7.5626871450e-02	4.3382593463e-02	
1.7700000000e+02	9.5633254326e-01	4.6854218385e-02	7.5617536964e-02	4.6854218385e-02	-7.5617536964e-02	4.3667456742e-02	
1.7800000000e+02	9.5604771392e-01	4.6795958151e-02	7.5607258506e-02	4.6795958151e-02	-7.5607258506e-02	4.3952286078e-02	
1.7900000000e+02	9.5576292595e-01	4.6738687631e-02	7.5595174487e-02	4.6738687631e-02	-7.5595174487e-02	4.4237074046e-02	
1.8000000000e+02	9.5547817115e-01	4.6681655812e-02	7.5582986303e-02	4.6681655812e-02	-7.5582986303e-02	4.4521828851e-02	
1.8100000000e+02	9.5519345508e-01	4.6624477850e-02	7.5571495277e-02	4.6624477850e-02	-7.5571495277e-02	4.4806544921e-02	
1.8200000000e+02	9.5490877884e-01	4.6567035379e-02	7.5560830524e-02	4.6567035379e-02	-7.5560830524e-02	4.5091221156e-02	
1.8300000000e+02	9.5462413343e-01	4.6509463057e-02	7.5550585579e-02	4.6509463057e-02	-7.5550585579e-02	4.5375866566e-02	
1.8400000000e+02	9.5433955453e-01	4.6451124847e-02	7.5541814562e-02	4.6451124847e-02	-7.5541814562e-02	4.5660445466e-02	
1.8500000000e+02	9.5405497904e-01	4.6392887944e-02	7.5532883224e-02	4.6392887944e-02	-7.5532883224e-02	4.5945020957e-02	
1.8600000000e+02	9.5377046121e-01	4.6336364862e-02	7.5521239690e-02	4.6336364862e-02	-7.5521239690e-02	4.6229538786e-02	
1.8700000000e+02	9.5348598400e-01	4.6279870384e-02	7.5509723499e-02	4.6279870384e-02	-7.5509723499e-02	4.6514016001e-02	
1.8800000000e+02	9.5320154514e-01	4.6223305401e-02	7.5498423287e-02	4.6223305401e-02	-7.5498423287e-02	4.6798454862e-02	
1.8900000000e+02	9.5291714046e-01	4.6166629469e-02	7.5487362800e-02	4.6166629469e-02	-7.5487362800e-02	4.7082859536e-02	
1.9000000000e+02	9.5263280593e-01	4.6108296441e-02	7.5478380878e-02	4.6108296441e-02	-7.5478380878e-02	4.7367194072e-02	
1.9100000000e+02	9.5234848610e-01	4.6050334437e-02	7.5468917365e-02	4.6050334437e-02	-7.5468917365e-02	4.7651513896e-02	
1.9200000000e+02	9.5206422007e-01	4.5994258565e-02	7.5457016835e-02	4.5994258565e-02	-7.5457016835e-02	4.7935779926e-02	
