t	rho11	Re(rho12)	Im(rho12)	Re(rho21)	Im(rho21)	rho22	
4.4660000000e+03	4.5436363697e-01	-4.0940777858e-02	2.1371198665e-03	-4.0940777858e-02	-2.1371198665e-03	5.4563636303e-01	
4.4670000000e+03	4.5433145539e-01	-4.0940845990e-02	2.1360665626e-03	-4.0940845990e-02	-2.1360665626e-03	5.4566854461e-01	
4.4680000000e+03	4.5429929371e-01	-4.0937741839e-02	2.1362345463e-03	-4.0937741839e-02	-2.1362345463e-03	5.4570070629e-01	
4.4690000000e+03	4.5426714653e-01	-4.0933454344e-02	2.1368583284e-03	-4.0933454344e-02	-2.1368583284e-03	5.4573285347e-01	
4.4700000000e+03	4.5423501145e-01	-4.0931319124e-02	2.1366543294e-03	-4.0931319124e-02	-2.1366543294e-03	5.4576498855e-01	
4.4710000000e+03	4.5420287948e-01	-4.0936040187e-02	2.1338122218e-03	-4.0936040187e-02	-2.1338122218e-03	5.4579712052e-01	
4.4720000000e+03	4.5417076145e-01	-4.0941876880e-02	2.1305412791e-03	-4.0941876880e-02	-2.1305412791e-03	5.4582923855e-01	
4.4730000000e+03	4.5413866736e-01	-4.0942033985e-02	2.1294565318e-03	-4.0942033985e-02	-2.1294565318e-03	5.4586133264e-01	
4.4740000000e+03	4.5410658841e-01	-4.0941524994e-02	2.1286285723e-03	-4.0941524994e-02	-2.1286285723e-03	5.4589341159e-01	
4.4750000000e+03	4.5407452237e-01	-4.0941044272e-02	2.1277901477e-03	-4.0941044272e-02	-2.1277901477e-03	5.4592547763e-01	
4.4760000000e+03	4.5404247541e-01	-4.0938964759e-02	2.1275675260e-03	-4.0938964759e-02	-2.1275675260e-03	5.4595752459e-01	
4.4770000000e+03	4.5401044141e-01	-4.0935464318e-02	2.1278920722e-03	-4.0935464318e-02	-2.1278920722e-03	5.4598955859e-01	
4.4780000000e+03	4.5397841629e-01	-4.0937343892e-02	2.1261467421e-03	-4.0937343892e-02	-2.1261467421e-03	5.4602158371e-01	
4.4790000000e+03	4.5394640555e-01	-4.0939153773e-02	2.1244286888e-03	-4.0939153773e-02	-2.1244286888e-03	5.4605359445e-01	
4.4800000000e+03	4.5391441112e-01	-4.0939705128e-02	2.1231954196e-03	-4.0939705128e-02	-2.1231954196e-03	5.4608558888e-01	
4.4810000000e+03	4.5388243503e-01	-4.0938189854e-02	2.1227579477e-03	-4.0938189854e-02	-2.1227579477e-03	5.4611756497e-01	
4.4820000000e+03	4.5385046946e-01	-4.0937869042e-02	2.1218611984e-03	-4.0937869042e-02	-2.1218611984e-03	5.4614953054e-01	
4.4830000000e+03	4.5381851732e-01	-4.0938786126e-02	2.1204885510e-03	-4.0938786126e-02	-2.1204885510e-03	5.4618148268e-01	
4.4840000000e+03	4.5378658206e-01	-4.0938347936e-02	2.1196379348e-03	-4.0938347936e-02	-2.1196379348e-03	5.4621341794e-01	
4.4850000000e+03	4.5375466041e-01	-4.0938078044e-02	2.1187229938e-03	-4.0938078044e-02	-2.1187229938e-03	5.4624533959e-01	
4.4860000000e+03	4.5372275792e-01	-4.0935452148e-02	2.1187152232e-03	-4.0935452148e-02	-2.1187152232e-03	5.4627724208e-01	
4.4870000000e+03	4.5369086187e-01	-4.0936649185e-02	2.1172366447e-03	-4.0936649185e-02	-2.1172366447e-03	5.4630913813e-01	
4.4880000000e+03	4.5365898060e-01	-4.0938438238e-02	2.1155307369e-03	-4.0938438238e-02	-2.1155307369e-03	5.4634101940e-01	
4.4890000000e+03	4.5362711719e-01	-4.0938477394e-02	2.1144987371e-03	-4.0938477394e-02	-2.1144987371e-03	5.4637288281e-01	
4.4900000000e+03	4.5359526752e-01	-4.0937809388e-02	2.1137392821e-03	-4.0937809388e-02	-2.1137392821e-03	5.4640473248e-01	
4.4910000000e+03	4.5356343167e-01	-4.0938536533e-02	2.1124434326e-03	-4.0938536533e-02	-2.1124434326e-03	5.4643656833e-01	
4.4920000000e+03	4.5353161408e-01	-4.0937073582e-02	2.1119908865e-03	-4.0937073582e-02	-2.1119908865e-03	5.4646838592e-01	
4.4930000000e+03	4.5349980864e-01	-4.0934791957e-02	2.1118537426e-03	-4.0934791957e-02	-2.1118537426e-03	5.4650019136e-01	
4.4940000000e+03	4.5346801464e-01	-4.0936031350e-02	2.1103621223e-03	-4.0936031350e-02	-2.1103621223e-03	5.4653198536e-01	
4.4950000000e+03	4.5343623625e-01	-4.0936403737e-02	2.1092046128e-03	-4.0936403737e-02	-2.1092046128e-03	5.4656376375e-01	
4.4960000000e+03	4.5340447590e-01	-4.0934540160e-02	2.1089080490e-03	-4.0934540160e-02	-2.1089080490e-03	5.4659552410e-01	
4.4970000000e+03	4.5337272815e-01	-4.0932620299e-02	2.1086335445e-03	-4.0932620299e-02	-2.1086335445e-03	5.4662727185e-01	
4.4980000000e+03	4.5334098929e-01	-4.0934952968e-02	2.1067230061e-03	-4.0934952968e-02	-2.1067230061e-03	5.4665901071e-01	
4.4990000000e+03	4.5330926569e-01	-4.0936490649e-02	2.1051188552e-03	-4.0936490649e-02	-2.1051188552e-03	5.4669073431e-01	
4.5000000000e+03	4.5327755883e-01	-4.0936566058e-02	2.1040779018e-03	-4.0936566058e-02	-2.1040779018e-03	5.4672244117e-01	
4.5010000000e+03	4.5324587334e-01	-4.0933152488e-02	2.1043801441e-03	-4.0933152488e-02	-2.1043801441e-03	5.4675412666e-01	
4.5020000000e+03	4.5321419549e-01	-4.0932213652e-02	2.1037303849e-03	-4.0932213652e-02	-2.1037303849e-03	5.4678580451e-01	
4.5030000000e+03	4.5318252911e-01	-4.0933605922e-02	2.1021840127e-03	-4.0933605922e-02	-2.1021840127e-03	5.4681747089e-01	
4.5040000000e+03	4.5315087706e-01	-4.0934816615e-02	2.1007079662e-03	-4.0934816615e-02	-2.1007079662e-03	5.4684912294e-01	
4.5050000000e+03	4.5311924168e-01	-4.0934943282e-02	2.0996495708e-03	-4.0934943282e-02	-2.0996495708e-03	5.4688075832e-01	
4.5060000000e+03	4.5308762310e-01	-4.0933228347e-02	2.0993003360e-03	-4.0933228347e-02	-2.0993003360e-03	5.4691237690e-01	
4.5070000000e+03	4.5305601284e-01	-4.0935975709e-02	2.0972343329e-03	-4.0935975709e-02	-2.0972343329e-03	5.4694398716e-01	
4.5080000000e+03	4.5302442080e-01	-4.0936094049e-02	2.0961805251e-03	-4.0936094049e-02	-2.0961805251e-03	5.4697557920e-01	
4.5090000000e+03	4.5299284406e-01	-4.0935484585e-02	2.0954072551e-03	-4.0935484585e-02	-2.0954072551e-03	5.4700715594e-01	
4.5100000000e+03	4.5296127971e-01	-4.0935122159e-02	2.0945393228e-03	-4.0935122159e-02	-2.0945393228e-03	5.4703872029e-01	
4.5110000000e+03	4.5292973301e-01	-4.0933789493e-02	2.0940452903e-03	-4.0933789493e-02	-2.0940452903e-03	5.4707026699e-01	
4.5120000000e+03	4.5289819760e-01	-4.0932816718e-02	2.0934131363e-03	-4.0932816718e-02	-2.0934131363e-03	5.4710180240e-01	
4.5130000000e+03	4.5286667555e-01	-4.0933317373e-02	2.0922144523e-03	-4.0933317373e-02	-2.0922144523e-03	5.4713332445e-01	
4.5140000000e+03	4.5283517065e-01	-4.0932129013e-02	2.0916662262e-03	-4.0932129013e-02	-2.0916662262e-03	5.4716482935e-01	
4.5150000000e+03	4.5280367421e-01	-4.0933367632e-02	2.0901844008e-03	-4.0933367632e-02	-2.0901844008e-03	5.4719632579e-01	
4.5160000000e+03	4.5277219358e-01	-4.0934727859e-02	2.0886562864e-03	-4.0934727859e-02	-2.0886562864e-03	5.4722780642e-01	
4.5170000000e+03	4.5274073037e-01	-4.0934263218e-02	2.0878309134e-03	-4.0934263218e-02	-2.0878309134e-03	5.4725926963e-01	
4.5180000000e+03	4.5270928160e-01	-4.0932553642e-02	2.0874850363e-03	-4.0932553642e-02	-2.0874850363e-03	5.4729071840e-01	
4.5190000000e+03	4.5267784436e-01	-4.0932842517e-02	2.0863705491e-03	-4.0932842517e-02	-2.0863705491e-03	5.4732215564e-01	
4.5200000000e+03	4.5264642337e-01	-4.0932000531e-02	2.0856917211e-03	-4.0932000531e-02	-2.0856917211e-03	5.4735357663e-01	
4.5210000000e+03	4.5261501560e-01	-4.0932287492e-02	2.0845789108e-03	-4.0932287492e-02	-2.0845789108e-03	5.4738498440e-01	
4.5220000000e+03	4.5258362275e-01	-4.0931505682e-02	2.0838778260e-03	-4.0931505682e-02	-2.0838778260e-03	5.4741637725e-01	
4.5230000000e+03	4.5255224300e-01	-4.0931950755e-02	2.0827050707e-03	-4.0931950755e-02	-2.0827050707e-03	5.4744775700e-01	
4.5240000000e+03	4.5252087926e-01	-4.0930954744e-02	2.0820873365e-03	-4.0930954744e-02	-2.0820873365e-03	5.4747912074e-01	
4.5250000000e+03	4.5248952951e-01	-4.0929269743e-02	2.0817351631e-03	-4.0929269743e-02	-2.0817351631e-03	5.4751047049e-01	
4.5260000000e+03	4.5245818827e-01	-4.0932109946e-02	2.0796420223e-03	-4.0932109946e-02	-2.0796420223e-03	5.4754181173e-01	
4.5270000000e+03	4.5242686438e-01	-4.0932669334e-02	2.0784270632e-03	-4.0932669334e-02	-2.0784270632e-03	5.4757313562e-01	
4.5280000000e+03	4.5239555914e-01	-4.0931153885e-02	2.0780110688e-03	-4.0931153885e-02	-2.0780110688e-03	5.4760444086e-01	
4.5290000000e+03	4.5236426387e-01	-4.0930501405e-02	2.0772633339e-03	-4.0930501405e-02	-2.0772633339e-03	5.4763573613e-01	
4.5300000000e+03	4.5233298312e-01	-4.0930546156e-02	2.0762477768e-03	-4.0930546156e-02	-2.0762477768e-03	5.4766701688e-01	
4.5310000000e+03	4.5230172215e-01	-4.0927352106e-02	2.0764790993e-03	-4.0927352106e-02	-2.0764790993e-03	5.4769827785e-01	
4.5320000000e+03	4.5227047221e-01	-4.0924950505e-02	2.0764058500e-03	-4.0924950505e-02	-2.0764058500e-03	5.4772952779e-01	
4.5330000000e+03	4.5223923122e-01	-4.0926350918e-02	2.0748699206e-03	-4.0926350918e-02	-2.0748699206e-03	5.4776076878e-01	
4.5340000000e+03	4.5220800172e-01	-4.0929207693e-02	2.0727739696e-03	-4.0929207693e-02	-2.0727739696e-03	5.4779199828e-01	
4.5350000000e+03	4.5217678854e-01	-4.0930891748e-02	2.0711297863e-03	-4.0930891748e-02	-2.0711297863e-03	5.4782321146e-01	
4.5360000000e+03	4.5214559325e-01	-4.0930748410e-02	2.0701893309e-03	-4.0930748410e-02	-2.0701893309e-03	5.4785440675e-01	
4.5370000000e+03	4.5211441205e-01	-4.0929301041e-02	2.0697510991e-03	-4.0929301041e-02	-2.0697510991e-03	5.4788558795e-01	
4.5380000000e+03	4.5208324363e-01	-4.0929898824e-02	2.0685263277e-03	-4.0929898824e-02	-2.0685263277e-03	5.4791675637e-01	
4.5390000000e+03	4.5205209088e-01	-4.0929131038e-02	2.0678275095e-03	-4.0929131038e-02	-2.0678275095e-03	5.4794790912e-01	
4.5400000000e+03	4.5202095240e-01	-4.0927435947e-02	2.0674859619e-03	-4.0927435947e-02	-2.0674859619e-03	5.4797904760e-01	
4.5410000000e+03	4.5198982351e-01	-4.0929629192e-02	2.0656485390e-03	-4.0929629192e-02	-2.0656485390e-03	5.4801017649e-01	
4.5420000000e+03	4.5195871132e-01	-4.0929989905e-02	2.0645167836e-03	-4.0929989905e-02	-2.0645167836e-03	5.4804128868e-01	
4.5430000000e+03	4.5192761589e-01	-4.0928783824e-02	2.0639884448e-03	-4.0928783824e-02	-2.0639884448e-03	5.4807238411e-01	
4.5440000000e+03	4.5189653183e-01	-4.0928012806e-02	2.0632930624e-03	-4.0928012806e-02	-2.0632930624e-03	5.4810346817e-01	
4.5450000000e+03	4.5186546137e-01	-4.0928392780e-02	2.0621552276e-03	-4.0928392780e-02	-2.0621552276e-03	5.4813453863e-01	
4.5460000000e+03	4.5183440884e-01	-4.0926544251e-02	2.0618754637e-03	-4.0926544251e-02	-2.0618754637e-03	5.4816559116e-01	
4.5470000000e+03	4.5180336643e-01	-4.0926022459e-02	2.0610855117e-03	-4.0926022459e-02	-2.0610855117e-03	5.4819663357e-01	
4.5480000000e+03	4.5177233487e-01	-4.0928030876e-02	2.0593223144e-03	-4.0928030876e-02	-2.0593223144e-03	5.4822766513e-01	
4.5490000000e+03	4.5174131934e-01	-4.0928639140e-02	2.0580983898e-03	-4.0928639140e-02	-2.0580983898e-03	5.4825868066e-01	
4.5500000000e+03	4.5171032140e-01	-4.0927566701e-02	2.0575217388e-03	-4.0927566701e-02	-2.0575217388e-03	5.4828967860e-01	
4.5510000000e+03	4.5167933326e-01	-4.0928662875e-02	2.0561109469e-03	-4.0928662875e-02	-2.0561109469e-03	5.4832066674e-01	
4.5520000000e+03	4.5164836248e-01	-4.0928402045e-02	2.0552228664e-03	-4.0928402045e-02	-2.0552228664e-03	5.4835163752e-01	
4.5530000000e+03	4.5161740488e-01	-4.0927021644e-02	2.0547660026e-03	-4.0927021644e-02	-2.0547660026e-03	5.4838259512e-01	
4.5540000000e+03	4.5158646101e-01	-4.0927164262e-02	2.0537235392e-03	-4.0927164262e-02	-2.0537235392e-03	5.4841353899e-01	
4.5550000000e+03	4.5155553136e-01	-4.0926352176e-02	2.0530488874e-03	-4.0926352176e-02	-2.0530488874e-03	5.4844446864e-01	
4.5560000000e+03	4.5152461337e-01	-4.0927844195e-02	2.0514880179e-03	-4.0927844195e-02	-2.0514880179e-03	5.4847538663e-01	
4.5570000000e+03	4.5149371225e-01	-4.0927555773e-02	2.0506127775e-03	-4.0927555773e-02	-2.0506127775e-03	5.4850628775e-01	
4.5580000000e+03	4.5146282323e-01	-4.0927264210e-02	2.0497391321e-03	-4.0927264210e-02	-2.0497391321e-03	5.4853717677e-01	
4.5590000000e+03	4.5143195001e-01	-4.0926827778e-02	2.0489217349e-03	-4.0926827778e-02	-2.0489217349e-03	5.4856804999e-01	
4.5600000000e+03	4.5140108825e-01	-4.0926799505e-02	2.0479476485e-03	-4.0926799505e-02	-2.0479476485e-03	5.4859891175e-01	
4.5610000000e+03	4.5137024143e-01	-4.0926938684e-02	2.0469096057e-03	-4.0926938684e-02	-2.0469096057e-03	5.4862975857e-01	
4.5620000000e+03	4.5133941133e-01	-4.0925635398e-02	2.0464271387e-03	-4.0925635398e-02	-2.0464271387e-03	5.4866058867e-01	
4.5630000000e+03	4.5130859151e-01	-4.0925453797e-02	2.0455133895e-03	-4.0925453797e-02	-2.0455133895e-03	5.4869140849e-01	
4.5640000000e+03	4.5127778625e-01	-4.0925544665e-02	2.0444952628e-03	-4.0925544665e-02	-2.0444952628e-03	5.4872221375e-01	
4.5650000000e+03	4.5124700097e-01	-4.0922352941e-02	2.0447408719e-03	-4.0922352941e-02	-2.0447408719e-03	5.4875299903e-01	
4.5660000000e+03	4.5121622457e-01	-4.0921040144e-02	2.0442637785e-03	-4.0921040144e-02	-2.0442637785e-03	5.4878377543e-01	
4.5670000000e+03	4.5118545827e-01	-4.0922592267e-02	2.0426846231e-03	-4.0922592267e-02	-2.0426846231e-03	5.4881454173e-01	
4.5680000000e+03	4.5115470519e-01	-4.0924364878e-02	2.0410210489e-03	-4.0924364878e-02	-2.0410210489e-03	5.4884529481e-01	
4.5690000000e+03	4.5112396857e-01	-4.0925013435e-02	2.0397905217e-03	-4.0925013435e-02	-2.0397905217e-03	5.4887603143e-01	
4.5700000000e+03	4.5109324748e-01	-4.0924435045e-02	2.0390326029e-03	-4.0924435045e-02	-2.0390326029e-03	5.4890675252e-01	
4.5710000000e+03	4.5106254042e-01	-4.0923769433e-02	2.0383086937e-03	-4.0923769433e-02	-2.0383086937e-03	5.4893745958e-01	
4.5720000000e+03	4.5103184741e-01	-4.0922778630e-02	2.0377103624e-03	-4.0922778630e-02	-2.0377103624e-03	5.4896815259e-01	
4.5730000000e+03	4.5100116599e-01	-4.0923822349e-02	2.0363295434e-03	-4.0923822349e-02	-2.0363295434e-03	5.4899883401e-01	
4.5740000000e+03	4.5097050032e-01	-4.0923555478e-02	2.0354535249e-03	-4.0923555478e-02	-2.0354535249e-03	5.4902949968e-01	
4.5750000000e+03	4.5093984642e-01	-4.0923526684e-02	2.0344862733e-03	-4.0923526684e-02	-2.0344862733e-03	5.4906015358e-01	
4.5760000000e+03	4.5090920444e-01	-4.0925230164e-02	2.0328528453e-03	-4.0925230164e-02	-2.0328528453e-03	5.4909079556e-01	
4.5770000000e+03	4.5087857954e-01	-4.0924969654e-02	2.0319756807e-03	-4.0924969654e-02	-2.0319756807e-03	5.4912142046e-01	
4.5780000000e+03	4.5084796953e-01	-4.0924429034e-02	2.0312067736e-03	-4.0924429034e-02	-2.0312067736e-03	5.4915203047e-01	
4.5790000000e+03	4.5081737134e-01	-4.0924375613e-02	2.0302507763e-03	-4.0924375613e-02	-2.0302507763e-03	5.4918262866e-01	
4.5800000000e+03	4.5078679329e-01	-4.0921937277e-02	2.0302131052e-03	-4.0921937277e-02	-2.0302131052e-03	5.4921320671e-01	
4.5810000000e+03	4.5075622196e-01	-4.0921948893e-02	2.0292329397e-03	-4.0921948893e-02	-2.0292329397e-03	5.4924377804e-01	
4.5820000000e+03	4.5072566484e-01	-4.0922292070e-02	2.0281256476e-03	-4.0922292070e-02	-2.0281256476e-03	5.4927433516e-01	
4.5830000000e+03	4.5069512496e-01	-4.0920830955e-02	2.0277131729e-03	-4.0920830955e-02	-2.0277131729e-03	5.4930487504e-01	
4.5840000000e+03	4.5066459213e-01	-4.0923389964e-02	2.0257540324e-03	-4.0923389964e-02	-2.0257540324e-03	5.4933540787e-01	
4.5850000000e+03	4.5063407761e-01	-4.0923654499e-02	2.0246783600e-03	-4.0923654499e-02	-2.0246783600e-03	5.4936592239e-01	
4.5860000000e+03	4.5060357802e-01	-4.0923042203e-02	2.0239405573e-03	-4.0923042203e-02	-2.0239405573e-03	5.4939642198e-01	
4.5870000000e+03	4.5057309044e-01	-4.0922462506e-02	2.0231905939e-03	-4.0922462506e-02	-2.0231905939e-03	5.4942690956e-01	
4.5880000000e+03	4.5054261942e-01	-4.0921266538e-02	2.0226782924e-03	-4.0921266538e-02	-2.0226782924e-03	5.4945738058e-01	
4.5890000000e+03	4.5051216070e-01	-4.0919561510e-02	2.0223622626e-03	-4.0919561510e-02	-2.0223622626e-03	5.4948783930e-01	
4.5900000000e+03	4.5048171319e-01	-4.0920528126e-02	2.0210185773e-03	-4.0920528126e-02	-2.0210185773e-03	5.4951828681e-01	
4.5910000000e+03	4.5045128097e-01	-4.0920503184e-02	2.0200569185e-03	-4.0920503184e-02	-2.0200569185e-03	5.4954871903e-01	
4.5920000000e+03	4.5042086417e-01	-4.0919265506e-02	2.0195623964e-03	-4.0919265506e-02	-2.0195623964e-03	5.4957913583e-01	
4.5930000000e+03	4.5039045662e-01	-4.0920095720e-02	2.0182724722e-03	-4.0920095720e-02	-2.0182724722e-03	5.4960954338e-01	
4.5940000000e+03	4.5036006162e-01	-4.0922033115e-02	2.0165569196e-03	-4.0922033115e-02	-2.0165569196e-03	5.4963993838e-01	
4.5950000000e+03	4.5032968525e-01	-4.0921621384e-02	2.0157458744e-03	-4.0921621384e-02	-2.0157458744e-03	5.4967031475e-01	
4.5960000000e+03	4.5029932735e-01	-4.0918426181e-02	2.0160064623e-03	-4.0918426181e-02	-2.0160064623e-03	5.4970067265e-01	
4.5970000000e+03	4.5026897439e-01	-4.0919016808e-02	2.0148104702e-03	-4.0919016808e-02	-2.0148104702e-03	5.4973102561e-01	
4.5980000000e+03	4.5023863519e-01	-4.0920382699e-02	2.0133166059e-03	-4.0920382699e-02	-2.0133166059e-03	5.4976136481e-01	
4.5990000000e+03	4.5020831304e-01	-4.0920203588e-02	2.0124177822e-03	-4.0920203588e-02	-2.0124177822e-03	5.4979168696e-01	
4.6000000000e+03	4.5017800612e-01	-4.0918083292e-02	2.0122663867e-03	-4.0918083292e-02	-2.0122663867e-03	5.4982199388e-01	
4.6010000000e+03	4.5014770887e-01	-4.0919462407e-02	2.0107687731e-03	-4.0919462407e-02	-2.0107687731e-03	5.4985229113e-01	
4.6020000000e+03	4.5011742719e-01	-4.0919622870e-02	2.0097405772e-03	-4.0919622870e-02	-2.0097405772e-03	5.4988257281e-01	
4.6030000000e+03	4.5008715906e-01	-4.0919170993e-02	2.0089484344e-03	-4.0919170993e-02	-2.0089484344e-03	5.4991284094e-01	
4.6040000000e+03	4.5005690438e-01	-4.0919456052e-02	2.0078731575e-03	-4.0919456052e-02	-2.0078731575e-03	5.4994309562e-01	
4.6050000000e+03	4.5002666442e-01	-4.0918752796e-02	2.0071786409e-03	-4.0918752796e-02	-2.0071786409e-03	5.4997333558e-01	
4.6060000000e+03	4.4999643640e-01	-4.0918635091e-02	2.0062591930e-03	-4.0918635091e-02	-2.0062591930e-03	5.5000356360e-01	
4.6070000000e+03	4.4996622154e-01	-4.0919366009e-02	2.0050136264e-03	-4.0919366009e-02	-2.0050136264e-03	5.5003377846e-01	
4.6080000000e+03	4.4993602387e-01	-4.0918231964e-02	2.0044862215e-03	-4.0918231964e-02	-2.0044862215e-03	5.5006397613e-01	
4.6090000000e+03	4.4990583652e-01	-4.0917972148e-02	2.0036227544e-03	-4.0917972148e-02	-2.0036227544e-03	5.5009416348e-01	
4.6100000000e+03	4.4987566284e-01	-4.0918355132e-02	2.0025123820e-03	-4.0918355132e-02	-2.0025123820e-03	5.5012433716e-01	
4.6110000000e+03	4.4984550698e-01	-4.0916507550e-02	2.0022608711e-03	-4.0916507550e-02	-2.0022608711e-03	5.5015449302e-01	
4.6120000000e+03	4.4981535949e-01	-4.0916809235e-02	2.0011826179e-03	-4.0916809235e-02	-2.0011826179e-03	5.5018464051e-01	
4.6130000000e+03	4.4978522461e-01	-4.0918083847e-02	1.9997303973e-03	-4.0918083847e-02	-1.9997303973e-03	5.5021477539e-01	
4.6140000000e+03	4.4975510571e-01	-4.0917993032e-02	1.9988040852e-03	-4.0917993032e-02	-1.9988040852e-03	5.5024489429e-01	
4.6150000000e+03	4.4972500797e-01	-4.0914149732e-02	1.9993223556e-03	-4.0914149732e-02	-1.9993223556e-03	5.5027499203e-01	
4.6160000000e+03	4.4969491574e-01	-4.0913979883e-02	1.9984273058e-03	-4.0913979883e-02	-1.9984273058e-03	5.5030508426e-01	
4.6170000000e+03	4.4966483484e-01	-4.0915423266e-02	1.9969118674e-03	-4.0915423266e-02	-1.9969118674e-03	5.5033516516e-01	
4.6180000000e+03	4.4963476921e-01	-4.0916496171e-02	1.9955394714e-03	-4.0916496171e-02	-1.9955394714e-03	5.5036523079e-01	
4.6190000000e+03	4.4960471897e-01	-4.0916380379e-02	1.9946249614e-03	-4.0916380379e-02	-1.9946249614e-03	5.5039528103e-01	
4.6200000000e+03	4.4957468193e-01	-4.0915658191e-02	1.9939442060e-03	-4.0915658191e-02	-1.9939442060e-03	5.5042531807e-01	
4.6210000000e+03	4.4954465491e-01	-4.0917852384e-02	1.9921415848e-03	-4.0917852384e-02	-1.9921415848e-03	5.5045534509e-01	
4.6220000000e+03	4.4951464510e-01	-4.0917758418e-02	1.9912199670e-03	-4.0917758418e-02	-1.9912199670e-03	5.5048535490e-01	
4.6230000000e+03	4.4948464942e-01	-4.0917258966e-02	1.9904548255e-03	-4.0917258966e-02	-1.9904548255e-03	5.5051535058e-01	
4.6240000000e+03	4.4945466464e-01	-4.0917431281e-02	1.9894315451e-03	-4.0917431281e-02	-1.9894315451e-03	5.5054533536e-01	
4.6250000000e+03	4.4942469631e-01	-4.0916909319e-02	1.9886759381e-03	-4.0916909319e-02	-1.9886759381e-03	5.5057530369e-01	
4.6260000000e+03	4.4939473905e-01	-4.0916967270e-02	1.9876975417e-03	-4.0916967270e-02	-1.9876975417e-03	5.5060526095e-01	
4.6270000000e+03	4.4936479972e-01	-4.0915568425e-02	1.9872802732e-03	-4.0915568425e-02	-1.9872802732e-03	5.5063520028e-01	
4.6280000000e+03	4.4933486957e-01	-4.0915547431e-02	1.9863331190e-03	-4.0915547431e-02	-1.9863331190e-03	5.5066513043e-01	
4.6290000000e+03	4.4930495565e-01	-4.0914544242e-02	1.9857644183e-03	-4.0914544242e-02	-1.9857644183e-03	5.5069504435e-01	
4.6300000000e+03	4.4927505059e-01	-4.0916054165e-02	1.9842289883e-03	-4.0916054165e-02	-1.9842289883e-03	5.5072494941e-01	
4.6310000000e+03	4.4924516273e-01	-4.0916103690e-02	1.9832560491e-03	-4.0916103690e-02	-1.9832560491e-03	5.5075483727e-01	
4.6320000000e+03	4.4921528735e-01	-4.0915584512e-02	1.9825023374e-03	-4.0915584512e-02	-1.9825023374e-03	5.5078471265e-01	
4.6330000000e+03	4.4918542675e-01	-4.0915307048e-02	1.9816560889e-03	-4.0915307048e-02	-1.9816560889e-03	5.5081457325e-01	
4.6340000000e+03	4.4915557870e-01	-4.0914371783e-02	1.9810633545e-03	-4.0914371783e-02	-1.9810633545e-03	5.5084442130e-01	
4.6350000000e+03	4.4912574400e-01	-4.0914564350e-02	1.9800370711e-03	-4.0914564350e-02	-1.9800370711e-03	5.5087425600e-01	
4.6360000000e+03	4.4909592280e-01	-4.0914140226e-02	1.9792485132e-03	-4.0914140226e-02	-1.9792485132e-03	5.5090407720e-01	
4.6370000000e+03	4.4906611626e-01	-4.0913472479e-02	1.9785541662e-03	-4.0913472479e-02	-1.9785541662e-03	5.5093388374e-01	
4.6380000000e+03	4.4903632144e-01	-4.0912893346e-02	1.9778260955e-03	-4.0912893346e-02	-1.9778260955e-03	5.5096367856e-01	
4.6390000000e+03	4.4900653780e-01	-4.0914470294e-02	1.9762687498e-03	-4.0914470294e-02	-1.9762687498e-03	5.5099346220e-01	
4.6400000000e+03	4.4897677044e-01	-4.0914365452e-02	1.9753590547e-03	-4.0914365452e-02	-1.9753590547e-03	5.5102322956e-01	
4.6410000000e+03	4.4894701655e-01	-4.0913942575e-02	1.9745721655e-03	-4.0913942575e-02	-1.9745721655e-03	5.5105298345e-01	
4.6420000000e+03	4.4891727666e-01	-4.0913258403e-02	1.9738862657e-03	-4.0913258403e-02	-1.9738862657e-03	5.5108272334e-01	
4.6430000000e+03	4.4888754794e-01	-4.0913481337e-02	1.9728516798e-03	-4.0913481337e-02	-1.9728516798e-03	5.5111245206e-01	
4.6440000000e+03	4.4885783459e-01	-4.0913019807e-02	1.9720809574e-03	-4.0913019807e-02	-1.9720809574e-03	5.5114216541e-01	
4.6450000000e+03	4.4882813321e-01	-4.0913022499e-02	1.9711319901e-03	-4.0913022499e-02	-1.9711319901e-03	5.5117186679e-01	
4.6460000000e+03	4.4879844922e-01	-4.0911217016e-02	1.9708793402e-03	-4.0911217016e-02	-1.9708793402e-03	5.5120155078e-01	
4.6470000000e+03	4.4876877192e-01	-4.0912527161e-02	1.9694280509e-03	-4.0912527161e-02	-1.9694280509e-03	5.5123122808e-01	
4.6480000000e+03	4.4873911133e-01	-4.0913021482e-02	1.9682912134e-03	-4.0913021482e-02	-1.9682912134e-03	5.5126088867e-01	
4.6490000000e+03	4.4870946455e-01	-4.0912545036e-02	1.9675283549e-03	-4.0912545036e-02	-1.9675283549e-03	5.5129053545e-01	
4.6500000000e+03	4.4867983259e-01	-4.0911587495e-02	1.9669510883e-03	-4.0911587495e-02	-1.9669510883e-03	5.5132016741e-01	
4.6510000000e+03	4.4865021663e-01	-4.0907675645e-02	1.9675111121e-03	-4.0907675645e-02	-1.9675111121e-03	5.5134978337e-01	
4.6520000000e+03	4.4862060813e-01	-4.0908515408e-02	1.9662430153e-03	-4.0908515408e-02	-1.9662430153e-03	5.5137939187e-01	
4.6530000000e+03	4.4859101236e-01	-4.0910016468e-02	1.9647208668e-03	-4.0910016468e-02	-1.9647208668e-03	5.5140898764e-01	
